4.819739982485771179e-02,3.906931579113006592e-01,2.556003928184509277e-01,1.522208899259567261e-01,1.532881408929824829e-01
9.218191727995872498e-03,4.423415362834930420e-01,3.596097826957702637e-01,7.942029088735580444e-02,1.094101145863533020e-01
2.577464794740080833e-03,3.541329801082611084e-01,5.287980437278747559e-01,3.368609771132469177e-02,8.080541342496871948e-02
1.415245933458209038e-03,1.907460689544677734e-01,7.404751181602478027e-01,1.205375231802463531e-02,5.530983954668045044e-02
9.166718809865415096e-04,9.611993283033370972e-02,8.667020201683044434e-01,3.579955780878663063e-03,3.268140554428100586e-02
5.512115894816815853e-04,6.908078491687774658e-02,9.125140905380249023e-01,1.326722092926502228e-03,1.652714982628822327e-02
3.920536255463957787e-04,5.463413521647453308e-02,9.361222982406616211e-01,7.016004528850317001e-04,8.149907924234867096e-03
3.787659807130694389e-04,6.275908648967742920e-02,9.311380386352539062e-01,5.324093508534133434e-04,5.191685166209936142e-03
4.232600622344762087e-04,1.017971038818359375e-01,8.932104706764221191e-01,5.537546821869909763e-04,4.015421494841575623e-03
5.252097034826874733e-04,1.501552760601043701e-01,8.449488878250122070e-01,6.525184726342558861e-04,3.718101652339100838e-03
5.633589462377130985e-04,1.198050379753112793e-01,8.752162456512451172e-01,6.007273332215845585e-04,3.814742900431156158e-03
4.738423449452966452e-04,5.187080428004264832e-02,9.439549446105957031e-01,3.746803849935531616e-04,3.325623460114002228e-03
2.986128674820065498e-04,1.973443292081356049e-02,9.770772457122802734e-01,2.036830846918746829e-04,2.685956656932830811e-03
4.815602151211351156e-04,1.124908216297626495e-02,9.856717586517333984e-01,2.349362330278381705e-04,2.362654777243733406e-03
1.711616496322676539e-04,4.739210009574890137e-03,9.933688640594482422e-01,1.087580603780224919e-04,1.611947547644376755e-03
6.462539749918505549e-05,2.040042541921138763e-03,9.966855645179748535e-01,4.018786785309202969e-05,1.169580034911632538e-03
4.481280120671726763e-05,9.222166263498365879e-04,9.980686902999877930e-01,1.728244387777522206e-05,9.469890501350164413e-04
4.074232856510207057e-05,4.287764895707368851e-04,9.987119436264038086e-01,8.753999281907454133e-06,8.098327089101076126e-04
4.892054857918992639e-05,3.267358115408569574e-04,9.989176988601684570e-01,6.053398919902974740e-06,7.006038795225322247e-04
5.322712604538537562e-05,2.758193004410713911e-04,9.990382790565490723e-01,5.311386757966829464e-06,6.272462778724730015e-04
4.561466630548238754e-05,2.116252726409584284e-04,9.991459846496582031e-01,5.109669473313260823e-06,5.916011868976056576e-04
3.547578307916410267e-05,1.794956624507904053e-04,9.992026686668395996e-01,5.574152964982204139e-06,5.767807597294449806e-04
3.041993113583885133e-05,1.540414377814158797e-04,9.993258118629455566e-01,4.919013463222654536e-06,4.847831733059138060e-04
2.554825186962261796e-05,1.385971845593303442e-04,9.994015693664550781e-01,4.157572220719885081e-06,4.301089502405375242e-04
2.580866384960245341e-05,1.068626006599515676e-04,9.995438456535339355e-01,2.485855020495364442e-06,3.209798305761069059e-04
2.654658055689651519e-05,8.634607365820556879e-05,9.996529817581176758e-01,1.202927251142682508e-06,2.328837435925379395e-04
3.279475276940502226e-05,7.422061025863513350e-05,9.997009038925170898e-01,7.771883474561036564e-07,1.913230225909501314e-04
3.834537346847355366e-05,6.837464752607047558e-05,9.997202754020690918e-01,6.052414391888305545e-07,1.723498426144942641e-04
4.066519613843411207e-05,6.957847654120996594e-05,9.997178316116333008e-01,5.487480052579485346e-07,1.715000253170728683e-04
4.157059083809144795e-05,7.192199700511991978e-05,9.997003078460693359e-01,6.004477768328797538e-07,1.856252492871135473e-04
4.511571387411095202e-05,7.351748354267328978e-05,9.996631145477294922e-01,8.252411021203442942e-07,2.174197870772331953e-04
5.696496373275294900e-05,7.607234874740242958e-05,9.995756745338439941e-01,1.685220013314392418e-06,2.895367797464132309e-04
5.764975139754824340e-05,7.985850970726460218e-05,9.994908571243286133e-01,4.206764970149379224e-06,3.674116742331534624e-04
4.323461325839161873e-05,8.122478175209835172e-05,9.994801878929138184e-01,8.628140676592011005e-06,3.868258791044354439e-04
4.390838512335903943e-05,8.495625661453232169e-05,9.994465112686157227e-01,1.668791264819446951e-05,4.079551727045327425e-04
4.579599044518545270e-05,8.667683141538873315e-05,9.994239211082458496e-01,2.616129677335266024e-05,4.174141504336148500e-04
3.672477396321482956e-05,8.877344225766137242e-05,9.994658827781677246e-01,2.533812221372500062e-05,3.832428192254155874e-04
2.773665073618758470e-05,8.408989378949627280e-05,9.995478391647338867e-01,1.309931758441962302e-05,3.271969908382743597e-04
2.115924871759489179e-05,7.796158752171322703e-05,9.996136426925659180e-01,6.313073299679672346e-06,2.808602584991604090e-04
1.819007047743070871e-05,7.470008131349459291e-05,9.996486902236938477e-01,3.396892680029850453e-06,2.550381468608975410e-04
1.422512832505162805e-05,6.301695975707843900e-05,9.997013807296752930e-01,1.821076807573263068e-06,2.195917477365583181e-04
1.017631893773796037e-05,4.811730104847811162e-05,9.997246861457824707e-01,1.141519419434189331e-06,2.158510760637000203e-04
1.487576719227945432e-05,3.815412128460593522e-05,9.996866583824157715e-01,1.392143531120382249e-06,2.589052310213446617e-04
1.741716187098063529e-05,3.179022314725443721e-05,9.997366666793823242e-01,1.125426365433668252e-06,2.130604261765256524e-04
