7.249864339828491211e-01,2.750135064125061035e-01
7.821186184883117676e-01,2.178813517093658447e-01
8.621348142623901367e-01,1.378651559352874756e-01
9.434314966201782227e-01,5.656851083040237427e-02
9.210264086723327637e-01,7.897365838289260864e-02
8.475649952888488770e-01,1.524350792169570923e-01
7.526875138282775879e-01,2.473124861717224121e-01
7.609995007514953613e-01,2.390004843473434448e-01
5.567489266395568848e-01,4.432510137557983398e-01
6.865584254264831543e-01,3.134415447711944580e-01
6.527287364006042480e-01,3.472712337970733643e-01
6.273060441017150879e-01,3.726939260959625244e-01
2.854052484035491943e-01,7.145947217941284180e-01
1.856820136308670044e-01,8.143179416656494141e-01
2.136008292436599731e-01,7.863991856575012207e-01
5.446437001228332520e-01,4.553562700748443604e-01
2.660439610481262207e-01,7.339559793472290039e-01
1.094255298376083374e-01,8.905745148658752441e-01
3.680667653679847717e-02,9.631934165954589844e-01
1.895456910133361816e-01,8.104542493820190430e-01
2.497937083244323730e-01,7.502062916755676270e-01
9.274956583976745605e-02,9.072504043579101562e-01
9.192963689565658569e-02,9.080703854560852051e-01
1.039090901613235474e-01,8.960908651351928711e-01
8.805477619171142578e-02,9.119451642036437988e-01
6.193541362881660461e-02,9.380645751953125000e-01
2.527267672121524811e-02,9.747273921966552734e-01
1.923769898712635040e-02,9.807622432708740234e-01
3.456351533532142639e-02,9.654365181922912598e-01
3.254589065909385681e-02,9.674541354179382324e-01
1.885576546192169189e-02,9.811442494392395020e-01
1.583453081548213959e-02,9.841654300689697266e-01
1.837863586843013763e-02,9.816213250160217285e-01
1.684921421110630035e-02,9.831507205963134766e-01
1.600684411823749542e-02,9.839931726455688477e-01
2.443860284984111786e-02,9.755613803863525391e-01
2.353505045175552368e-02,9.764649271965026855e-01
1.532918587327003479e-02,9.846708774566650391e-01
2.199801057577133179e-02,9.780020117759704590e-01
6.337136030197143555e-02,9.366285800933837891e-01
8.990208059549331665e-02,9.100978374481201172e-01
9.104973077774047852e-02,9.089502096176147461e-01
1.218891665339469910e-01,8.781108260154724121e-01
1.282734721899032593e-01,8.717265129089355469e-01
1.329136639833450317e-01,8.670863509178161621e-01
1.406680345535278320e-01,8.593319654464721680e-01
1.952797770500183105e-01,8.047201633453369141e-01
3.273892998695373535e-01,6.726107001304626465e-01
5.396647453308105469e-01,4.603352248668670654e-01
6.553849577903747559e-01,3.446151018142700195e-01
7.583704590797424316e-01,2.416295260190963745e-01
8.369038701057434082e-01,1.630960851907730103e-01
8.788335323333740234e-01,1.211664602160453796e-01
9.282757639884948730e-01,7.172420620918273926e-02
7.646307945251464844e-01,2.353691607713699341e-01
6.559483408927917480e-01,3.440516591072082520e-01
5.986192226409912109e-01,4.013807475566864014e-01
6.646339297294616699e-01,3.353660106658935547e-01
6.243392825126647949e-01,3.756607174873352051e-01
6.844631433486938477e-01,3.155368268489837646e-01
7.215083837509155273e-01,2.784916162490844727e-01
7.160844206809997559e-01,2.839156389236450195e-01
7.364431023597717285e-01,2.635569572448730469e-01
6.591486334800720215e-01,3.408513367176055908e-01
4.973594248294830322e-01,5.026405453681945801e-01
1.777559816837310791e-01,8.222440481185913086e-01
1.598895937204360962e-01,8.401103019714355469e-01
1.090492978692054749e-01,8.909506797790527344e-01
3.369839489459991455e-02,9.663015604019165039e-01
5.679829511791467667e-03,9.943201541900634766e-01
3.237110562622547150e-03,9.967628717422485352e-01
4.721978213638067245e-03,9.952779412269592285e-01
8.015547879040241241e-03,9.919843673706054688e-01
7.798353210091590881e-03,9.922016859054565430e-01
9.092282503843307495e-03,9.909077286720275879e-01
5.906845908612012863e-03,9.940930604934692383e-01
2.062589628621935844e-03,9.979374408721923828e-01
7.592428592033684254e-04,9.992406964302062988e-01
4.008089017588645220e-04,9.995990991592407227e-01
1.418716739863157272e-03,9.985812902450561523e-01
1.967722782865166664e-03,9.980322718620300293e-01
2.783277304843068123e-03,9.972167015075683594e-01
2.287392504513263702e-03,9.977125525474548340e-01
