8.950325250625610352e-01,1.049674674868583679e-01
9.754753112792968750e-01,2.452460862696170807e-02
9.904073476791381836e-01,9.592576883733272552e-03
9.970989823341369629e-01,2.900968771427869797e-03
9.987226724624633789e-01,1.277304254472255707e-03
9.992453455924987793e-01,7.546606357209384441e-04
9.995183944702148438e-01,4.815733118448406458e-04
9.996133446693420410e-01,3.866497718263417482e-04
9.995028376579284668e-01,4.971961607225239277e-04
9.994257688522338867e-01,5.743173533119261265e-04
9.994137287139892578e-01,5.862438119947910309e-04
9.993894100189208984e-01,6.105471402406692505e-04
9.993783831596374512e-01,6.216854671947658062e-04
9.993520379066467285e-01,6.479195435531437397e-04
9.992449879646301270e-01,7.549604633823037148e-04
9.985023140907287598e-01,1.497677061706781387e-03
9.975472092628479004e-01,2.452785382047295570e-03
9.972917437553405762e-01,2.708228770643472672e-03
9.905701875686645508e-01,9.429787285625934601e-03
9.884687066078186035e-01,1.153127010911703110e-02
9.885413050651550293e-01,1.145856827497482300e-02
9.943041205406188965e-01,5.695882719010114670e-03
9.955340623855590820e-01,4.465985577553510666e-03
9.935941696166992188e-01,6.405794061720371246e-03
9.917411208152770996e-01,8.258804678916931152e-03
9.859244823455810547e-01,1.407549437135457993e-02
9.864923357963562012e-01,1.350761670619249344e-02
9.444913864135742188e-01,5.550860241055488586e-02
9.526360034942626953e-01,4.736401885747909546e-02
9.807581305503845215e-01,1.924183778464794159e-02
9.899461269378662109e-01,1.005383115261793137e-02
9.955020546913146973e-01,4.497912246733903885e-03
9.977116584777832031e-01,2.288294490426778793e-03
9.985069632530212402e-01,1.492964685894548893e-03
9.988197088241577148e-01,1.180354389362037182e-03
9.988988041877746582e-01,1.101186033338308334e-03
9.989001750946044922e-01,1.099747605621814728e-03
9.984678626060485840e-01,1.532073831185698509e-03
9.980413317680358887e-01,1.958659384399652481e-03
9.975988268852233887e-01,2.401173114776611328e-03
9.985307455062866211e-01,1.469194074161350727e-03
9.988842606544494629e-01,1.115712919272482395e-03
9.989024400711059570e-01,1.097495551221072674e-03
9.991449117660522461e-01,8.550618658773601055e-04
9.992194175720214844e-01,7.805153145454823971e-04
9.991186261177062988e-01,8.813399472273886204e-04
9.972860217094421387e-01,2.713958034291863441e-03
9.619436264038085938e-01,3.805645182728767395e-02
8.323425650596618652e-01,1.676574945449829102e-01
9.456844925880432129e-01,5.431540310382843018e-02
9.871299862861633301e-01,1.286996342241764069e-02
9.959104657173156738e-01,4.089484922587871552e-03
9.979777336120605469e-01,2.022195840254426003e-03
