,filename,duration,annotation_exist
346,99-18a017-DIA(L),195.64843537414967,False
347,99-18b020-C(SCR),189.30068027210885,False
348,99-29a084-VisL,207.80408163265307,False
349,99-38a161-CAM(Sequ),191.5501133786848,True
350,99-40b181-H,181.81224489795918,False
351,99-33a119-CAM(Sequ),199.03854875283446,True
352,99-24a052-VisL,186.1079365079365,True
353,99-35a136-CAM(E),188.25578231292516,False
354,99-19a024-E2,189.62866213151926,False
355,99-36a143-CAM(L),189.48643990929705,False
356,99-31a104-L3,182.32018140589568,False
357,99-39b173-CAM(Sequ-L!long),193.2712925170068,True
358,99-30a095-DIA(L),182.83102040816325,False
359,99-37a154-CAM(Sequ),183.21705215419502,False
360,99-27b076-CAM(L),188.42412698412699,True
361,99-34b133-L,181.44072562358278,False
362,99-20a028-GF,186.7348752834467,True
363,99-33b122-E1,184.57832199546485,False
364,99-40b181-L,196.104126984127,True
365,99-38a162-CAM(Sequ),186.1863038548753,True
366,99-30b098-CAM(Sequ),177.39174603174604,True
367,99-24a052-DIA(L),179.4380045351474,True
368,99-21a036-E2,185.96861678004535,False
369,99-30a095-HeGF,179.95755102040818,False
370,99-19a024-CAM(E),195.78485260770975,False
371,99-40a176-CAM(Sequ-L!long-no booms),195.89514739229026,True
372,99-18a018-DIA(L),187.00480725623584,False
373,99-19a022-HeGF,192.00290249433107,True
374,99-34b133-RealBranch,153.57678004535148,True
375,99-26a065-CAM(L),181.4378231292517,False
376,99-31a104-CAM(E),187.82911564625851,False
377,99-19a022-DIA(L),183.02839002267575,False
378,99-19b027-DIA(L),180.97052154195012,False
379,99-22a041-CAM(L),191.1089342403628,False
380,99-26a065-E1,183.50730158730158,False
381,99-23a046-DIA(L),181.35074829931972,False
382,99-38b169-CAM(Sequ),185.73931972789114,False
383,99-20a028-DIA(L),186.25886621315192,True
384,99-39b174-CAM(Sequ-L!long),178.5730612244898,True
385,99-27b076-E1,187.0222222222222,True
386,99-32a111-CAM(Sequ),185.00498866213152,True
387,99-41a184-H,186.72326530612244,False
388,99-38a163-(Sequ-no booms),198.32743764172335,False
389,99-18a018-HeGF,191.22213151927437,False
390,99-33b122-CAM(L),186.65070294784582,False
391,99-23a046-VisL,187.67528344671203,True
392,99-26a066-CAM(L),179.19709750566892,False
393,99-30b097-CAM(Sequ),187.3792290249433,True
394,99-25b064-CAM(L),188.63310657596372,False
395,99-41a184-L,187.64625850340136,True
396,99-21a034-DIA(L),180.11718820861677,False
397,99-21a036-CAM(L),190.99573696145126,True
398,99-37b156-CAM(Sequ-no booms),194.57451247165534,True
399,99-25b064-E1,187.86104308390023,False
400,99-30b100-CAM(Sequ),185.21687074829933,False
401,99-19b027-HeGF,183.1590022675737,True
402,99-18b020-L,186.63038548752834,False
403,99-26a066-E1,187.4227664399093,False
404,99-29a084-DIA(E),196.17668934240362,False
405,99-33b120-CAM(Sequ),182.04154195011338,False
406,99-41a183-L,188.73179138321996,False
407,99-41a183-H,181.29560090702947,False
408,99-17a011-VisL,185.86122448979592,False
409,99-38a160-CAM(Sequ),184.90049886621316,False
410,99-32a110-DIA(L),182.47401360544217,True
411,99-36a143-E2,192.61242630385487,False
412,99-21a034-HeGF,180.63673469387754,False
413,99-22a041-E2,186.32272108843537,False
414,99-32a110-GF,191.41659863945577,True
415,98-04a021-L3,189.21650793650792,True
416,98-12a065-L,192.82721088435375,False
417,98-09b054-DIA(L),188.8711111111111,True
418,98-03b016-L3,192.66757369614513,False
419,98-11a063-CAM(L),191.33532879818594,False
420,98-04b023-CAM(E),186.6942403628118,False
421,98-04b023-E2,191.16408163265305,False
422,98-13b075-DIA(L),180.4045351473923,False
423,98-10b059-GF,184.62185941043083,False
424,98-10b059-DIA(L),180.03301587301587,True
425,98-09a050-GF,184.11392290249432,True
426,98-13b075-H,181.53650793650795,False
427,98-12a065-C(A),192.52244897959184,False
428,98-15a089-L,198.08072562358277,True
429,98-09a050-DIA(L),182.79619047619047,True
430,98-15a089-C(SCR),190.42104308390023,True
431,98-09b054-HeGF,179.92272108843537,False
432,98-04b022-CAM(E),181.15918367346939,False
433,98-05a027-CAM(E),190.55165532879818,False
434,98-02a007-CAM(L),187.75074829931972,True
435,98-04b022-E2,191.34113378684808,False
436,98-03b016-CAM(L),174.59954648526076,False
437,98-11a063-E2,184.1835827664399,False
438,98-05a027-L3,189.3877551020408,True
439,98-04a021-CAM(L),198.26068027210886,True
440,98-02a007-L3,184.02104308390022,True
441,96-42a231-L,188.6185941043084,True
442,96-41b227-E,187.498231292517,False
443,96-30b167-E,186.4562358276644,True
444,96-45a244-E,183.21995464852608,False
445,96-01b004-DIA(E),181.8354648526077,False
446,96-65b351-GF,176.62791383219954,True
447,96-33b183-L,249.43249433106575,True
448,96-35a193-L,180.7092970521542,True
449,96-46a253-E2,180.06514739229024,False
450,96-51b277-E2,175.821179138322,False
451,96-45a245-L(2),254.39646258503402,True
452,96-28a154-E,195.87773242630385,False
453,96-19a103-C(H),172.0633560090703,False
454,96-67a362-L1,188.09614512471654,False
455,96-30a164-E2,182.05895691609976,True
456,96-65a348-GF,178.70566893424035,True
457,96-42a231-E2,177.58614512471655,True
458,96-67a361-SQU(L),183.98761904761903,False
459,96-01b004-L1,180.53691609977324,True
460,96-38a209-DIA(AS),174.0373469387755,True
461,96-29a161-DIA(L),180.86120181405894,False
462,96-42a230-L2(2),173.01938775510203,False
463,96-31a170-E,126.08600907029478,False
464,96-60a322-H,160.66090702947847,False
465,96-71a384-3L!2,187.68979591836734,False
466,96-02b010-L,180.92698412698414,False
467,96-41a226-L,171.6122448979592,False
468,96-19a103-D,199.60453514739228,False
469,96-42a230-L2,182.71074829931973,False
470,96-64b345-SQU(L),177.65979591836734,False
471,96-33b183-DIA(E),182.63124716553287,False
472,96-37a203-L,176.32133786848073,True
473,96-54b295-L1,183.0893424036281,False
474,96-54a291-E2,179.11326530612246,True
475,96-64b345-E2,183.69886621315192,True
476,96-10b052-C(A),173.92460317460316,True
477,96-43a238-L(2),173.2163038548753,True
478,96-35a193-DIA(L),195.91730158730158,False
479,96-30a164-L,195.97451247165532,True
480,96-22a119-C(H),187.63333333333333,False
481,96-61b331-H,178.57285714285715,False
482,96-19a101-D,174.96392290249432,False
483,96-61b331-GF,169.5724036281179,False
484,96-61a327-SQU(S),179.8541723356009,True
485,96-20b111-E,247.44746031746033,False
486,96-25b140-E2,167.44519274376418,False
487,96-35b194-L2(2),281.7681859410431,True
488,96-40a220-L,185.17913832199545,False
489,96-36a198-L,184.33160997732426,False
490,96-12b064-H,172.04596371882087,True
491,96-53b287-L2,184.25034013605443,True
492,96-21b116-C(H),178.93179138321995,False
493,96-61a327-E2,178.3382993197279,False
494,96-72b393-L!2,181.96868480725624,False
495,96-25b141-E,191.6691156462585,False
496,96-58b312-CAMDIA(E),170.38260770975057,True
497,96-33a181-DIA(E),178.16020408163266,False
498,96-41b227-DIA(E),177.9688888888889,True
499,96-40a220-L2,180.63673469387754,True
500,96-54b295-GF,175.67020408163265,True
501,96-41b228-L2,236.43945578231293,True
502,96-32a177-L,196.06383219954648,True
503,96-36b199-E,172.93972789115645,False
504,96-14a072-H,171.740589569161,False
505,96-69a372-E2,182.0794784580499,False
506,96-54b293-L2,175.25897959183675,False
507,96-72b393-L1,189.97115646258504,False
508,96-21a113-L,199.1546485260771,True
509,96-31a171-E2,178.71775510204083,False
510,96-67a361-L,180.70038548752834,True
511,96-22b124-DIA(E),186.04265306122448,False
512,96-20a109-L,197.22739229024944,True
513,96-53b287-E,179.07956916099772,True
514,96-15b080-C(A),177.75392290249434,False
515,96-65b351-L1,169.53399092970523,True
516,96-15b080-SQU,179.92319727891157,False
517,96-41b228-L,196.36421768707484,True
518,96-62a335-GF,180.82297052154195,False
519,96-12b064-C(A),176.9099319727891,True
520,96-58b313-SQU(S),179.76031746031745,False
521,96-56a325-E2,152.01814058956916,False
522,96-24a133-E,178.12895691609978,False
523,96-65a348-L1,172.8875283446712,True
524,96-67a362-GF,166.29891156462585,True
525,96-37a202-L,203.5954648526077,False
526,96-62a335-H,171.06,False
527,96-38b211-DIA(T)orDIA(AS),176.8947619047619,False
528,96-20b111-L,198.95437641723356,True
529,96-46a251-L2(2),188.05997732426303,True
530,96-46a251-L2,195.21648526077098,True
531,96-58a310-L1,181.15918367346939,True
532,96-29a161-E,195.48904761904762,True
533,96-44b243-E,209.54557823129252,True
534,96-21b118-C(H),187.50621315192743,True
535,96-31a171-L,190.83013605442176,False
536,96-20b110-E2,196.80362811791383,False
537,96-62b337-GF,192.06675736961452,True
538,96-55b299-L1,176.1765306122449,True
539,96-25b141-L,181.50748299319727,True
540,96-45a245-L,198.98049886621314,True
541,96-45a244-DIA(E),185.3968253968254,False
542,96-02b010-C(H),174.59818594104308,False
543,96-21b118-D,175.15952380952382,True
544,96-54a291-L2,186.4997732426304,False
545,96-58b315-SQU(S),167.66303854875284,False
546,96-66a354-L1,202.1900453514739,True
547,96-66b358-L,194.85854875283448,True
548,96-41a226-L2,180.82539682539684,True
549,96-39b217-BAD(E),194.1777097505669,True
550,96-21a113-E,179.79977324263038,True
551,96-33a181-L,188.44444444444446,False
552,96-44b243-E2,216.8453514739229,True
553,96-69a372-GF,175.66832199546485,True
554,96-24a133-DIA(E),174.43616780045352,False
555,96-25b142-C(H),199.20689342403628,False
556,96-51b277-L2,181.64551020408163,False
557,96-10b052-D,180.95850340136053,False
558,96-54b294-L1,173.14789115646258,True
559,96-58b315-L1,204.0540589569161,True
560,96-64a343-E2,170.80793650793652,True
561,96-19a101-C(H),195.35238095238094,False
562,96-71a384-L1,177.40015873015872,False
563,96-14a072-C(H),169.51172335600907,True
564,96-37a202-E,169.23215419501133,False
565,96-54b293-E,178.19748299319727,True
566,96-70b380-L1,185.71201814058958,True
567,96-47a261-E2,176.35780045351473,False
568,96-30b167-L,208.3265306122449,True
569,96-28a154-E2,188.76662131519274,False
570,96-54b294-GF,183.94337868480724,False
571,96-25b140-L,176.13471655328797,False
572,96-11b056-C(A),199.26784580498867,False
573,96-22b124-L,195.79126984126984,True
574,96-64b346-SQU(L),176.18750566893425,True
575,96-38a209-DIA(T),183.0975283446712,True
576,96-60a322-GF,178.55609977324264,False
577,96-64a343-SQU(L),176.2697052154195,True
578,96-39b217-E3,147.77736961451248,False
579,96-70b380-GF,185.20877551020408,False
580,96-47a261-E,173.02598639455783,True
581,96-62b337-H,210.9071882086168,False
582,96-66a354-GF,171.82814058956916,True
583,96-12b064-C(A)(2),176.78795918367348,True
584,96-43a238-L,195.18637188208618,True
585,96-20b110-L,195.25950113378684,False
586,96-58b312-E2,181.2172335600907,True
587,96-25b142-L,235.45920634920634,True
588,96-31a170-L,278.722358276644,True
589,96-36a198-L2,173.218820861678,False
590,96-58b313-L1,180.07074829931972,True
591,96-46a253-L,181.1861904761905,False
592,96-68a365-GF,176.12396825396826,False
593,96-58a310-CAMDIA(L),176.63829931972788,False
594,96-37a203-E,174.79825396825396,False
595,96-36b199-E(2),203.42421768707484,False
596,96-68a365-H,171.18997732426303,False
597,96-35b194-L2,196.13362811791384,True
598,96-66b358-SQU(L),181.76507936507937,False
599,96-55b299-GF,171.3738095238095,True
600,02-01a001-B-CAM(L),184.54639455782313,False
601,02-06b036-DIA(L),194.69931972789115,False
602,02-11b064-DIA(L),184.2532426303855,False
603,02-07a038-B-CAM(X),188.03519274376418,False
604,02-03a013-DIA(E),185.08625850340135,False
605,02-06a032-B-CAM(L),189.20780045351475,False
606,02-10b059-CAM(L),179.26385487528344,False
607,02-04a021-B-CAM(E),178.1318820861678,False
608,02-01a001-DIA(L),185.84961451247165,False
609,02-03a013-B-CAM(E),182.6510657596372,False
610,02-05a025-B-CAM(L),184.33451247165533,True
611,02-12a068-CAM(E),191.05668934240362,False
612,02-04b024-DIA(E),193.48027210884354,False
613,02-10a056-DIA(L),190.41233560090703,False
614,02-07a039-B-CAM(X),190.01873015873016,True
615,02-06b036-B-CAM(X),193.0448979591837,False
616,02-04b023-DIA(E),193.0448979591837,False
617,02-04b024-B-CAM(E),185.42004535147393,True
618,02-05a026-B-CAM(E),196.81233560090703,True
619,02-09a051-CAM(L),186.25306122448978,True
