-1.468663215637207031e+01,-4.646188735961914062e+00,-8.213481903076171875e+00,-1.214988327026367188e+01,-8.013206481933593750e+00
-1.506542491912841797e+01,-4.704897880554199219e+00,-7.467660903930664062e+00,-1.206933403015136719e+01,-9.083803176879882812e+00
-1.492486286163330078e+01,-6.110438346862792969e+00,-5.498024463653564453e+00,-8.716943740844726562e+00,-7.881325721740722656e+00
-1.716179275512695312e+01,-4.601816177368164062e+00,-9.422727584838867188e+00,-1.367193412780761719e+01,-1.345086097717285156e+01
-1.779899215698242188e+01,-4.584440231323242188e+00,-7.732166767120361328e+00,-1.306816291809082031e+01,-1.254028892517089844e+01
-1.640800476074218750e+01,-4.619478225708007812e+00,-8.879689216613769531e+00,-1.252738571166992188e+01,-1.165852355957031250e+01
-1.309615993499755859e+01,-5.305696487426757812e+00,-6.274567604064941406e+00,-9.075584411621093750e+00,-5.651431083679199219e+00
-1.455292797088623047e+01,-5.082524299621582031e+00,-6.365532398223876953e+00,-9.530372619628906250e+00,-7.561324119567871094e+00
-1.875238037109375000e+01,-4.685583114624023438e+00,-9.211942672729492188e+00,-1.401691246032714844e+01,-1.449466514587402344e+01
-1.973292541503906250e+01,-4.705867767333984375e+00,-9.868902206420898438e+00,-1.478623390197753906e+01,-1.552681541442871094e+01
-1.868514060974121094e+01,-4.715994834899902344e+00,-8.450676918029785156e+00,-1.424423408508300781e+01,-1.248547458648681641e+01
-1.794531250000000000e+01,-4.652195930480957031e+00,-7.626101016998291016e+00,-1.444905853271484375e+01,-1.272522640228271484e+01
-1.803458595275878906e+01,-4.625617504119873047e+00,-7.469118118286132812e+00,-1.359948158264160156e+01,-1.377936363220214844e+01
-1.799531936645507812e+01,-4.701411247253417969e+00,-7.100976943969726562e+00,-1.330731582641601562e+01,-1.332316207885742188e+01
-1.493520641326904297e+01,-6.099078178405761719e+00,-5.497571468353271484e+00,-8.755132675170898438e+00,-7.901761531829833984e+00
-1.851979446411132812e+01,-4.756171226501464844e+00,-8.077713966369628906e+00,-1.307415008544921875e+01,-1.389841175079345703e+01
-1.880792427062988281e+01,-4.725352287292480469e+00,-7.968114376068115234e+00,-1.295762825012207031e+01,-1.464221000671386719e+01
-1.577472972869873047e+01,-4.945199012756347656e+00,-6.962052822113037109e+00,-1.166272449493408203e+01,-1.038346004486083984e+01
-1.640699768066406250e+01,-4.698753356933593750e+00,-8.937514305114746094e+00,-1.311161994934082031e+01,-1.210571861267089844e+01
-1.563625812530517578e+01,-4.817812919616699219e+00,-8.031819343566894531e+00,-1.273782157897949219e+01,-1.092211627960205078e+01
-1.202802658081054688e+01,-5.664039611816406250e+00,-7.037519931793212891e+00,-8.053138732910156250e+00,-3.831698417663574219e+00
-1.499806690216064453e+01,-6.104339599609375000e+00,-5.501669406890869141e+00,-8.769990921020507812e+00,-7.959678649902343750e+00
-1.516721248626708984e+01,-4.821651458740234375e+00,-8.452733039855957031e+00,-1.224994468688964844e+01,-9.578722000122070312e+00
-1.364245510101318359e+01,-5.396993160247802734e+00,-6.233089447021484375e+00,-9.265711784362792969e+00,-5.562227249145507812e+00
-1.498517799377441406e+01,-6.108565330505371094e+00,-5.499004840850830078e+00,-8.756097793579101562e+00,-7.940572261810302734e+00
-1.806671142578125000e+01,-4.709324836730957031e+00,-7.607796669006347656e+00,-1.318283271789550781e+01,-1.343191337585449219e+01
-1.894014930725097656e+01,-4.645205974578857422e+00,-8.451200485229492188e+00,-1.328168678283691406e+01,-1.477279472351074219e+01
-1.926932716369628906e+01,-4.536277770996093750e+00,-8.968139648437500000e+00,-1.363957595825195312e+01,-1.489342117309570312e+01
-1.917432785034179688e+01,-4.503777980804443359e+00,-8.834400177001953125e+00,-1.384369659423828125e+01,-1.304235553741455078e+01
-1.892163467407226562e+01,-4.511703491210937500e+00,-7.726458549499511719e+00,-1.303632354736328125e+01,-1.199827671051025391e+01
-1.815317916870117188e+01,-4.635606765747070312e+00,-7.691124916076660156e+00,-1.244689750671386719e+01,-1.055239295959472656e+01
-1.881607055664062500e+01,-4.552522659301757812e+00,-8.288154602050781250e+00,-1.128596878051757812e+01,-1.095501613616943359e+01
-1.933730697631835938e+01,-4.457466125488281250e+00,-9.242397308349609375e+00,-1.002665901184082031e+01,-1.211664199829101562e+01
-1.882574081420898438e+01,-4.603083610534667969e+00,-7.235500335693359375e+00,-9.032527923583984375e+00,-1.061119651794433594e+01
-1.884438514709472656e+01,-4.777389049530029297e+00,-6.713335037231445312e+00,-1.013410568237304688e+01,-1.083943939208984375e+01
-1.491086673736572266e+01,-6.109660148620605469e+00,-5.497764110565185547e+00,-8.713348388671875000e+00,-7.867625236511230469e+00
-1.594898128509521484e+01,-5.417523384094238281e+00,-6.128384113311767578e+00,-1.025572204589843750e+01,-8.206892013549804688e+00
-1.421747398376464844e+01,-5.924846649169921875e+00,-5.546411037445068359e+00,-7.455853939056396484e+00,-5.763272285461425781e+00
-1.809909248352050781e+01,-4.704511642456054688e+00,-7.003265380859375000e+00,-1.190204811096191406e+01,-1.272242164611816406e+01
